Country,EdLevel,YearsCodePro,Salary
Sweden,Less than a Bachelors,15.0,64608.0
United States of America,Master’s degree,33.0,220000.0
United States of America,Less than a Bachelors,7.0,130000.0
United States of America,Bachelor’s degree,14.0,217000.0
Other,Bachelor’s degree,1.0,24648.0
Spain,Post grad,3.0,11520.0
Mexico,Master’s degree,20.0,30108.0
Germany,Master’s degree,9.0,95979.0
Turkey,Bachelor’s degree,10.0,30060.0
France,Master’s degree,20.0,59720.0
Czech Republic,Less than a Bachelors,8.0,56295.0
United States of America,Post grad,10.0,150000.0
United States of America,Bachelor’s degree,6.0,95000.0
Canada,Master’s degree,22.0,89797.0
United States of America,Bachelor’s degree,2.0,70000.0
Hungary,Less than a Bachelors,7.0,43524.0
United States of America,Bachelor’s degree,19.0,216000.0
United States of America,Bachelor’s degree,13.0,240000.0
Germany,Bachelor’s degree,16.0,90647.0
United States of America,Bachelor’s degree,8.0,140000.0
United States of America,Less than a Bachelors,36.0,112000.0
Germany,Less than a Bachelors,19.0,89580.0
United States of America,Bachelor’s degree,14.0,159000.0
Netherlands,Bachelor’s degree,5.0,37116.0
Canada,Bachelor’s degree,6.0,89797.0
United States of America,Master’s degree,18.0,146000.0
United States of America,Less than a Bachelors,5.0,110000.0
Poland,Less than a Bachelors,0.5,11100.0
Other,Less than a Bachelors,4.0,39000.0
United States of America,Bachelor’s degree,15.0,120000.0
Serbia,Master’s degree,8.0,52308.0
Poland,Master’s degree,5.0,55500.0
Turkey,Bachelor’s degree,7.0,30060.0
Poland,Bachelor’s degree,1.0,19428.0
United States of America,Less than a Bachelors,7.0,75000.0
Greece,Bachelor’s degree,0.5,25594.0
United States of America,Bachelor’s degree,0.5,88000.0
United States of America,Bachelor’s degree,20.0,128000.0
United States of America,Bachelor’s degree,5.0,140000.0
Canada,Master’s degree,18.0,92139.0
United States of America,Less than a Bachelors,2.0,66000.0
Germany,Post grad,15.0,79983.0
United States of America,Less than a Bachelors,3.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,37692.0
Turkey,Bachelor’s degree,7.0,28560.0
Turkey,Bachelor’s degree,8.0,13524.0
Canada,Bachelor’s degree,11.0,97605.0
Italy,Less than a Bachelors,7.0,45857.0
Canada,Bachelor’s degree,7.0,105414.0
Switzerland,Master’s degree,1.0,80664.0
Canada,Bachelor’s degree,7.0,85893.0
Serbia,Bachelor’s degree,10.0,26880.0
United States of America,Less than a Bachelors,2.0,40000.0
Canada,Bachelor’s degree,10.0,93701.0
United States of America,Bachelor’s degree,9.0,100000.0
Colombia,Master’s degree,16.0,27168.0
United Kingdom of Great Britain and Northern Ireland,Post grad,8.0,113075.0
United States of America,Bachelor’s degree,21.0,200000.0
Other,Bachelor’s degree,10.0,55800.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,94230.0
India,Master’s degree,6.0,232152.0
Germany,Less than a Bachelors,1.0,83182.0
Canada,Master’s degree,10.0,70276.0
Netherlands,Less than a Bachelors,8.0,38388.0
United States of America,Bachelor’s degree,44.0,152000.0
United States of America,Bachelor’s degree,3.0,179630.0
Other,Less than a Bachelors,3.0,13200.0
Netherlands,Bachelor’s degree,4.0,57588.0
United States of America,Bachelor’s degree,10.0,123500.0
Netherlands,Master’s degree,5.0,57588.0
United States of America,Bachelor’s degree,28.0,175000.0
United States of America,Bachelor’s degree,30.0,142000.0
Belgium,Bachelor’s degree,12.0,61428.0
Canada,Bachelor’s degree,39.0,95263.0
United States of America,Bachelor’s degree,6.0,192000.0
United States of America,Bachelor’s degree,25.0,153000.0
United States of America,Bachelor’s degree,2.0,92000.0
United States of America,Bachelor’s degree,7.0,110000.0
Romania,Master’s degree,18.0,77652.0
India,Bachelor’s degree,7.0,19344.0
Brazil,Bachelor’s degree,9.0,41136.0
United States of America,Bachelor’s degree,4.0,115000.0
Germany,Bachelor’s degree,1.0,57588.0
Canada,Bachelor’s degree,20.0,101509.0
Canada,Less than a Bachelors,10.0,70276.0
Italy,Bachelor’s degree,1.0,27727.0
Russian Federation,Less than a Bachelors,2.0,16620.0
Poland,Bachelor’s degree,4.0,58272.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,0.5,30153.0
United States of America,Less than a Bachelors,8.0,135000.0
Spain,Less than a Bachelors,12.0,31993.0
United States of America,Bachelor’s degree,2.0,145000.0
United States of America,Bachelor’s degree,6.0,151000.0
United States of America,Less than a Bachelors,25.0,180000.0
Canada,Bachelor’s degree,10.0,93701.0
"Iran, Islamic Republic of...",Bachelor’s degree,4.0,56736.0
Canada,Bachelor’s degree,3.0,70276.0
Brazil,Less than a Bachelors,3.0,15732.0
United States of America,Bachelor’s degree,4.0,150000.0
Brazil,Master’s degree,11.0,28668.0
Other,Bachelor’s degree,9.0,185000.0
Switzerland,Master’s degree,11.0,124103.0
United States of America,Bachelor’s degree,10.0,160000.0
United States of America,Bachelor’s degree,3.0,78000.0
United States of America,Post grad,7.0,180000.0
United States of America,Bachelor’s degree,6.0,36000.0
United States of America,Bachelor’s degree,16.0,96000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,50256.0
Poland,Less than a Bachelors,7.0,46250.0
United States of America,Master’s degree,2.0,200000.0
United States of America,Less than a Bachelors,7.0,200000.0
United States of America,Bachelor’s degree,3.0,246000.0
United States of America,Master’s degree,7.0,175000.0
United States of America,Master’s degree,7.0,250000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,87948.0
United States of America,Bachelor’s degree,0.5,35000.0
Switzerland,Bachelor’s degree,6.0,134445.0
Canada,Bachelor’s degree,4.0,57001.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,75384.0
United States of America,Less than a Bachelors,11.0,145000.0
Brazil,Bachelor’s degree,4.0,110000.0
Canada,Less than a Bachelors,3.0,81988.0
Canada,Bachelor’s degree,4.0,97605.0
United States of America,Master’s degree,30.0,100000.0
New Zealand,Less than a Bachelors,23.0,73983.0
Canada,Bachelor’s degree,13.0,89016.0
Canada,Bachelor’s degree,20.0,78084.0
Brazil,Master’s degree,22.0,24924.0
United States of America,Master’s degree,25.0,100000.0
France,Master’s degree,10.0,95979.0
United States of America,Post grad,10.0,220000.0
Russian Federation,Master’s degree,5.0,31176.0
United States of America,Less than a Bachelors,10.0,215000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,175895.0
Finland,Master’s degree,5.0,69108.0
Switzerland,Post grad,4.0,101972.0
United States of America,Less than a Bachelors,3.0,56000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,84178.0
Canada,Less than a Bachelors,0.5,44508.0
Brazil,Less than a Bachelors,10.0,24432.0
New Zealand,Bachelor’s degree,4.0,96500.0
United States of America,Master’s degree,1.0,92000.0
Canada,Less than a Bachelors,22.0,93701.0
United States of America,Less than a Bachelors,5.0,120000.0
Other,Master’s degree,6.0,79344.0
United States of America,Bachelor’s degree,2.0,100000.0
Canada,Master’s degree,1.0,66372.0
United States of America,Less than a Bachelors,39.0,225000.0
Germany,Less than a Bachelors,6.0,29436.0
United States of America,Master’s degree,10.0,178000.0
United States of America,Master’s degree,10.0,125000.0
United States of America,Master’s degree,6.0,143000.0
Germany,Less than a Bachelors,6.0,53748.0
Other,Less than a Bachelors,4.0,25140.0
Spain,Post grad,5.0,58654.0
United States of America,Master’s degree,4.0,220000.0
Brazil,Bachelor’s degree,2.0,22850.0
India,Bachelor’s degree,8.0,58037.0
United States of America,Bachelor’s degree,5.0,95000.0
Colombia,Post grad,10.0,30000.0
Other,Less than a Bachelors,16.0,90000.0
Argentina,Less than a Bachelors,2.0,16464.0
Brazil,Bachelor’s degree,9.0,23184.0
Netherlands,Bachelor’s degree,7.0,106644.0
United States of America,Less than a Bachelors,7.0,67000.0
Canada,Bachelor’s degree,10.0,58563.0
Sweden,Master’s degree,5.0,60948.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,87948.0
United States of America,Bachelor’s degree,6.0,90000.0
United States of America,Bachelor’s degree,24.0,90000.0
Netherlands,Master’s degree,21.0,108780.0
Poland,Bachelor’s degree,4.0,24972.0
Netherlands,Bachelor’s degree,10.0,46068.0
Mexico,Master’s degree,2.0,25284.0
United States of America,Less than a Bachelors,10.0,150000.0
United States of America,Bachelor’s degree,24.0,175000.0
United States of America,Less than a Bachelors,16.0,185000.0
Poland,Master’s degree,10.0,53280.0
Canada,Bachelor’s degree,6.0,121811.0
Other,Bachelor’s degree,3.0,32682.0
Brazil,Bachelor’s degree,4.0,24924.0
Other,Master’s degree,10.0,128400.0
Other,Master’s degree,5.0,79104.0
Germany,Master’s degree,4.0,74220.0
Sweden,Less than a Bachelors,1.0,36564.0
United States of America,Bachelor’s degree,4.0,240000.0
United States of America,Bachelor’s degree,15.0,200000.0
Belgium,Master’s degree,0.5,61853.0
Sweden,Bachelor’s degree,5.0,75696.0
India,Master’s degree,6.0,34822.0
United States of America,Less than a Bachelors,4.0,120000.0
Sweden,Bachelor’s degree,7.0,73140.0
United States of America,Bachelor’s degree,8.0,154000.0
United States of America,Master’s degree,8.0,98000.0
United States of America,Less than a Bachelors,11.0,85000.0
United States of America,Bachelor’s degree,15.0,132000.0
United States of America,Bachelor’s degree,6.0,120000.0
Canada,Bachelor’s degree,6.0,124935.0
Poland,Master’s degree,1.0,11100.0
Lithuania,Bachelor’s degree,6.0,71451.0
Mexico,Bachelor’s degree,2.0,25800.0
United States of America,Master’s degree,4.0,73000.0
Russian Federation,Master’s degree,5.0,35328.0
Canada,Bachelor’s degree,2.0,85893.0
Spain,Bachelor’s degree,15.0,58654.0
United Kingdom of Great Britain and Northern Ireland,Post grad,21.0,125639.0
Italy,Master’s degree,10.0,74651.0
Netherlands,Bachelor’s degree,6.0,92140.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,81666.0
United States of America,Master’s degree,8.0,103800.0
Netherlands,Less than a Bachelors,3.0,55698.0
Canada,Bachelor’s degree,0.5,72228.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,150767.0
United States of America,Less than a Bachelors,0.5,32000.0
Other,Less than a Bachelors,30.0,12552.0
Brazil,Bachelor’s degree,10.0,27420.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,37692.0
United States of America,Master’s degree,4.0,185000.0
United States of America,Bachelor’s degree,5.0,118000.0
United States of America,Bachelor’s degree,17.0,150000.0
United States of America,Master’s degree,4.0,210000.0
United States of America,Master’s degree,12.0,240000.0
Canada,Less than a Bachelors,5.0,57001.0
Chile,Bachelor’s degree,10.0,52800.0
Ireland,Bachelor’s degree,30.0,181294.0
Brazil,Bachelor’s degree,12.0,39888.0
United States of America,Bachelor’s degree,10.0,190000.0
Netherlands,Bachelor’s degree,4.0,48523.0
Brazil,Bachelor’s degree,8.0,37392.0
United States of America,Bachelor’s degree,2.0,142000.0
Ukraine,Master’s degree,4.0,63984.0
Italy,Less than a Bachelors,6.0,23040.0
United States of America,Bachelor’s degree,5.0,83000.0
Other,Bachelor’s degree,7.0,60912.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,28897.0
United States of America,Bachelor’s degree,37.0,168000.0
Canada,Bachelor’s degree,34.0,89797.0
United States of America,Master’s degree,13.0,220000.0
Brazil,Less than a Bachelors,15.0,93480.0
Mexico,Bachelor’s degree,8.0,12048.0
Netherlands,Master’s degree,23.0,63984.0
Canada,Bachelor’s degree,0.5,50755.0
Canada,Bachelor’s degree,7.0,93701.0
United States of America,Bachelor’s degree,2.0,95000.0
United States of America,Post grad,40.0,160000.0
United States of America,Bachelor’s degree,6.0,175000.0
United States of America,Less than a Bachelors,5.0,96600.0
United States of America,Bachelor’s degree,7.0,137500.0
United States of America,Bachelor’s degree,6.0,165000.0
United States of America,Bachelor’s degree,4.0,230000.0
Germany,Master’s degree,15.0,127972.0
Germany,Bachelor’s degree,11.0,95976.0
Chile,Post grad,3.0,34692.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,188459.0
United States of America,Bachelor’s degree,3.0,90000.0
Germany,Master’s degree,12.0,53748.0
United States of America,Bachelor’s degree,4.0,152000.0
Denmark,Less than a Bachelors,7.0,68832.0
United States of America,Bachelor’s degree,15.0,72000.0
United States of America,Master’s degree,14.0,200000.0
United States of America,Bachelor’s degree,6.0,150000.0
Colombia,Less than a Bachelors,10.0,24156.0
United States of America,Master’s degree,26.0,126000.0
Russian Federation,Bachelor’s degree,1.0,20784.0
United States of America,Bachelor’s degree,2.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,37692.0
Canada,Master’s degree,3.0,68324.0
India,Bachelor’s degree,8.0,13152.0
United States of America,Bachelor’s degree,1.0,75000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,183433.0
Ireland,Master’s degree,5.0,79983.0
Brazil,Bachelor’s degree,9.0,28668.0
Belgium,Bachelor’s degree,26.0,58872.0
United States of America,Bachelor’s degree,15.0,135000.0
Italy,Master’s degree,3.0,28794.0
Brazil,Bachelor’s degree,5.0,18192.0
Poland,Bachelor’s degree,4.0,48840.0
United States of America,Bachelor’s degree,9.0,121000.0
Colombia,Less than a Bachelors,6.0,10632.0
United States of America,Bachelor’s degree,46.0,167000.0
Spain,Bachelor’s degree,16.0,65053.0
United States of America,Bachelor’s degree,15.0,200000.0
Poland,Bachelor’s degree,15.0,69372.0
Germany,Master’s degree,8.0,56521.0
France,Post grad,6.0,63986.0
United States of America,Bachelor’s degree,4.0,98000.0
United States of America,Bachelor’s degree,5.0,232000.0
United States of America,Master’s degree,26.0,123000.0
Ireland,Master’s degree,0.5,26661.0
Colombia,Less than a Bachelors,4.0,13284.0
United States of America,Bachelor’s degree,9.0,160000.0
Germany,Less than a Bachelors,11.0,63986.0
Netherlands,Less than a Bachelors,5.0,47990.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,69102.0
Romania,Bachelor’s degree,2.0,11652.0
Brazil,Post grad,0.5,14952.0
Canada,Bachelor’s degree,2.0,35138.0
"Iran, Islamic Republic of...",Bachelor’s degree,5.0,34896.0
United States of America,Bachelor’s degree,9.0,110000.0
Other,Bachelor’s degree,8.0,45336.0
